[4276311, 1462373, 8211497, 3923445, 2610092, 1132848, 664332, 737361, 303472, 128030, 458338, 527103, 115226]
闽南	[53, 83, 148, 7, 16, 146, 22, 404, 597, 10, 12, 6, 4]
外乡人	[5, 24, 23, 2, 5, 0, 0, 22, 216, 0, 0, 5, 5]
财经网	[270, 8, 10448, 8, 5, 18, 3, 2, 2, 0, 0, 1, 2]
美国国债	[49, 32, 5226, 0, 1, 63, 0, 0, 0, 3, 1, 1, 0]
美国	[49604, 9709, 112663, 13993, 15007, 33583, 5612, 5775, 1549, 465, 3126, 3012, 1171]
华尔街	[2093, 220, 8729, 40, 161, 95, 61, 75, 19, 3, 1, 32, 0]
失业率	[124, 38, 7631, 15, 17, 79, 1, 36, 1, 0, 5, 5, 0]
欧盟	[2195, 195, 12497, 223, 823, 1422, 100, 274, 106, 28, 78, 26, 72]
投资者	[11554, 682, 109114, 312, 1000, 255, 100, 288, 45, 45, 4, 200, 35]
收益率	[536, 76, 31322, 18, 39, 31, 2, 22, 13, 0, 2, 5, 9]
量化宽松	[26, 3, 2965, 0, 1, 11, 0, 0, 0, 0, 0, 0, 0]
地缘政治	[139, 48, 6844, 18, 58, 792, 11, 47, 0, 2, 0, 8, 1]
cpi	[117, 12, 8315, 2, 8, 17, 2, 2, 1, 0, 5, 34, 1]
国内生产总值	[132, 49, 2818, 10, 13, 192, 0, 29, 0, 0, 3, 1, 2]
西太平洋银行	[4, 1, 307, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0]
英国	[9734, 3256, 24883, 7529, 4692, 6943, 3393, 3205, 629, 262, 938, 1092, 314]
贸易战	[549, 92, 13141, 2, 203, 935, 14, 14, 3, 4, 1, 4, 1]
欧洲央行	[26, 11, 8363, 0, 0, 15, 0, 1, 0, 0, 0, 1, 0]
通货膨胀	[231, 74, 5469, 88, 42, 104, 13, 25, 9, 0, 2, 18, 10]
美联储	[224, 76, 28590, 0, 6, 74, 0, 4, 0, 4, 0, 0, 2]
房价	[809, 161, 25096, 56, 136, 78, 93, 504, 21, 21, 19, 36, 583]
澳大利亚	[3014, 824, 7871, 3645, 793, 2262, 448, 1618, 378, 54, 225, 236, 76]
意大利	[2480, 928, 6785, 17721, 2849, 1304, 2219, 2094, 1576, 77, 132, 346, 652]
宏观经济	[242, 17, 9411, 11, 51, 38, 4, 10, 1, 0, 0, 2, 5]
德国	[6915, 969, 17297, 19147, 8041, 4417, 1084, 1786, 482, 93, 238, 864, 646]
安德烈	[50, 55, 141, 4725, 14, 113, 28, 33, 13, 33, 3, 18, 0]
塞梅多	[0, 0, 0, 897, 0, 0, 0, 0, 0, 0, 0, 0, 0]
埃姆雷	[3, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 11, 0]
抢断	[20, 78, 4, 30379, 3, 4, 34, 4, 6, 0, 0, 36, 3]
多斯	[79, 18, 99, 403, 28, 23, 5, 25, 11, 0, 0, 7, 0]
比达尔	[1, 0, 1, 2007, 1, 0, 0, 0, 0, 0, 0, 3, 0]
维尔马伦	[0, 0, 1, 850, 0, 0, 0, 0, 0, 0, 0, 1, 0]
韦德	[93, 72, 84, 4787, 62, 19, 32, 22, 0, 2, 2, 22, 0]
波特	[462, 334, 396, 2210, 44, 222, 164, 300, 104, 7, 8, 141, 37]
卡利	[76, 26, 381, 577, 18, 33, 6, 37, 2, 2, 2, 58, 0]
多哈	[20, 17, 74, 590, 24, 56, 23, 62, 14, 5, 1, 5, 0]
奥斯曼	[19, 4, 42, 877, 6, 97, 17, 228, 9, 0, 0, 14, 3]
佳能	[1208, 29, 247, 14, 29, 8, 14, 56, 1, 1, 4, 2, 2]
微单	[746, 8, 34, 1, 7, 2, 17, 38, 1, 0, 2, 1, 3]
eos m50	[54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ig	[14944, 3162, 7848, 3718, 3391, 742, 4988, 1651, 924, 104, 359, 4314, 619]
光圈	[8795, 32, 124, 7, 90, 12, 84, 97, 6, 1, 11, 66, 13]
朋友圈	[8881, 2878, 9558, 548, 3328, 717, 2947, 2234, 925, 576, 706, 553, 744]
单反	[2287, 56, 183, 36, 73, 18, 93, 248, 11, 5, 2, 17, 23]
ar	[51038, 7519, 37504, 10610, 18130, 2729, 13195, 5798, 1843, 440, 777, 9857, 989]
电子取景器	[143, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
oled	[8525, 32, 1483, 6, 474, 13, 66, 4, 1, 0, 0, 52, 10]
长焦	[2460, 15, 125, 7, 28, 21, 19, 127, 1, 0, 5, 3, 2]
ai	[46453, 3085, 35129, 3051, 6711, 1874, 6874, 2857, 864, 250, 1042, 3172, 461]
hdr	[4819, 15, 166, 19, 23, 12, 26, 10, 0, 0, 3, 127, 5]
前置摄像头	[7200, 21, 178, 0, 210, 0, 33, 5, 2, 2, 0, 20, 0]
背景虚化	[2789, 10, 33, 0, 4, 3, 19, 9, 0, 1, 0, 3, 0]
逆光	[2218, 109, 48, 4, 43, 15, 67, 145, 0, 3, 4, 7, 7]
智能手机	[22929, 370, 7601, 107, 2246, 250, 103, 137, 7, 25, 50, 357, 40]
移动电源	[1386, 9, 180, 2, 39, 12, 35, 13, 4, 6, 1, 16, 14]
充电宝	[1272, 30, 439, 20, 237, 34, 135, 128, 35, 13, 3, 52, 23]
iphone6	[399, 12, 147, 0, 35, 6, 12, 8, 6, 0, 5, 8, 4]
罗马	[696, 305, 890, 12264, 213, 291, 684, 1322, 289, 35, 32, 243, 153]
用户体验	[10225, 140, 5329, 94, 2054, 29, 77, 152, 15, 13, 12, 327, 53]
vivo	[7765, 161, 1905, 91, 46, 13, 40, 18, 2, 4, 1, 161, 0]
iphone	[24611, 395, 4567, 83, 914, 53, 384, 134, 42, 58, 11, 422, 31]
mini	[3655, 175, 1407, 129, 2307, 78, 832, 298, 82, 9, 11, 245, 87]
民航局	[262, 15, 851, 4, 10, 159, 5, 90, 0, 0, 0, 0, 0]
价位	[5799, 111, 5947, 456, 7261, 56, 684, 353, 154, 24, 47, 62, 248]
强迫症	[618, 184, 181, 60, 261, 45, 279, 100, 68, 112, 83, 125, 98]
拉图	[17, 3, 16, 7, 3, 3, 9, 7, 100, 0, 0, 31, 2]
microsoft	[1860, 12, 279, 8, 13, 4, 6, 5, 0, 5, 0, 41, 1]
林允	[35, 784, 27, 1, 1, 1, 952, 15, 12, 18, 10, 8, 0]
沈月	[5, 500, 6, 0, 0, 0, 152, 4, 0, 1, 0, 0, 0]
李宇春	[119, 827, 72, 10, 5, 2, 525, 23, 1, 3, 1, 10, 0]
女明星	[136, 3640, 202, 68, 19, 16, 3494, 62, 56, 72, 43, 20, 12]
化妆品	[1076, 656, 2444, 41, 115, 85, 1772, 517, 127, 192, 862, 35, 160]
柯蓝	[1, 65, 8, 0, 0, 0, 6, 0, 4, 0, 0, 0, 0]
刘亦菲	[48, 1623, 35, 5, 14, 3, 765, 25, 14, 8, 6, 67, 3]
袁咏仪	[2, 352, 9, 8, 1, 1, 47, 4, 2, 1, 0, 0, 0]
蔡依林	[46, 813, 42, 7, 6, 0, 479, 31, 6, 1, 1, 13, 1]
郭碧婷	[8, 339, 17, 0, 1, 0, 189, 3, 6, 11, 0, 0, 0]
杨幂	[233, 4420, 186, 48, 14, 4, 2244, 48, 23, 35, 4, 29, 4]
金晨	[3, 227, 2, 0, 1, 0, 86, 1, 0, 0, 0, 0, 2]
萧亚轩	[1, 154, 7, 0, 2, 0, 26, 1, 0, 3, 1, 0, 0]
林心如	[26, 1346, 24, 5, 9, 3, 198, 22, 5, 11, 0, 3, 1]
高圆圆	[61, 736, 54, 13, 25, 2, 475, 26, 11, 24, 0, 0, 1]
杨丞琳	[4, 631, 8, 0, 2, 1, 175, 0, 1, 1, 1, 1, 0]
人民的名义	[99, 562, 179, 5, 27, 18, 29, 7, 1, 0, 1, 2, 1]
韩雪	[109, 730, 136, 3, 19, 1, 225, 17, 3, 0, 0, 5, 0]
曾志伟	[15, 532, 47, 4, 3, 4, 23, 5, 4, 1, 0, 3, 10]
曾宝仪	[11, 109, 1, 1, 0, 1, 3, 2, 1, 1, 0, 0, 0]
新加坡	[3433, 916, 8579, 594, 293, 1552, 343, 1232, 85, 26, 59, 195, 75]
亚美尼亚	[39, 3, 46, 401, 1, 73, 6, 79, 1, 0, 0, 6, 0]
咖喱	[66, 97, 53, 30, 14, 29, 83, 544, 778, 0, 137, 50, 7]
海清	[15, 282, 314, 37, 12, 19, 96, 29, 0, 2, 5, 3, 0]
苏丹	[87, 37, 193, 50, 9, 445, 20, 205, 4, 0, 10, 18, 2]
印度	[7161, 915, 9290, 1127, 887, 6642, 453, 2306, 256, 107, 197, 264, 80]
维拉	[249, 38, 110, 1176, 29, 96, 12, 79, 30, 1, 2, 62, 3]
面条	[276, 259, 447, 89, 136, 70, 173, 623, 3028, 44, 493, 19, 28]
福建	[1089, 295, 6160, 937, 508, 764, 96, 1138, 427, 22, 146, 92, 80]
gre	[2540, 392, 2272, 691, 400, 140, 666, 444, 199, 8, 43, 456, 52]
mina	[397, 81, 291, 64, 74, 16, 206, 83, 14, 2, 17, 99, 7]
maria	[141, 82, 241, 63, 12, 11, 296, 66, 55, 1, 10, 16, 11]
gap	[342, 18, 427, 12, 32, 35, 124, 115, 6, 5, 1, 23, 8]
小长假	[241, 134, 693, 31, 221, 29, 192, 497, 33, 26, 19, 82, 40]
五花肉	[42, 26, 55, 2, 12, 4, 34, 200, 1987, 0, 78, 13, 4]
天后宫	[2, 5, 2, 0, 2, 0, 2, 73, 1, 0, 0, 1, 0]
泡温泉	[23, 36, 56, 10, 21, 6, 52, 687, 12, 9, 88, 53, 10]
冰淇淋	[309, 269, 325, 54, 35, 21, 435, 689, 518, 62, 249, 41, 36]
西餐	[144, 117, 259, 40, 41, 25, 121, 664, 441, 24, 46, 6, 73]
奶酪	[253, 70, 568, 62, 47, 65, 148, 468, 1717, 7, 331, 35, 13]
天花	[2299, 453, 4401, 490, 672, 103, 365, 641, 103, 73, 237, 203, 1457]
马可	[81, 390, 204, 83, 99, 25, 108, 149, 12, 5, 9, 50, 2]
格鲁吉亚	[78, 37, 152, 114, 6, 229, 19, 116, 5, 0, 0, 12, 1]
巧克力	[606, 591, 599, 227, 143, 65, 863, 1033, 3121, 56, 822, 102, 56]
耶稣	[100, 55, 279, 115, 8, 19, 67, 326, 173, 7, 5, 18, 5]
爵士	[395, 400, 244, 8642, 115, 22, 224, 316, 43, 13, 8, 52, 83]
尼泊尔	[140, 44, 204, 36, 12, 254, 23, 790, 12, 9, 12, 21, 8]
人流	[1407, 279, 2048, 154, 539, 195, 213, 1677, 94, 59, 584, 123, 81]
女神	[1195, 7817, 708, 865, 820, 136, 5767, 968, 192, 459, 102, 1090, 93]
雪山	[190, 223, 240, 90, 248, 174, 137, 2744, 44, 12, 12, 154, 18]
泉州	[118, 32, 877, 54, 25, 146, 26, 189, 152, 3, 6, 3, 25]
二战	[593, 252, 1791, 1467, 449, 3729, 285, 573, 93, 3, 19, 797, 23]
慈善	[1223, 2010, 2633, 1201, 206, 123, 740, 251, 37, 167, 53, 205, 29]
南非	[578, 157, 2230, 1524, 260, 334, 144, 486, 97, 8, 27, 31, 17]
传说	[2178, 2065, 1907, 638, 892, 638, 1193, 4146, 310, 207, 216, 2805, 93]
建成	[2901, 227, 12950, 459, 2220, 2027, 77, 2435, 56, 33, 43, 163, 146]
佟丽娅	[31, 1593, 66, 2, 3, 2, 477, 14, 7, 5, 5, 4, 2]
雷佳音	[22, 1022, 22, 1, 4, 0, 206, 16, 2, 3, 7, 0, 1]
张涵予	[14, 195, 28, 1, 5, 9, 22, 7, 0, 0, 1, 5, 0]
王力宏	[61, 561, 47, 7, 6, 13, 62, 44, 3, 5, 0, 7, 0]
莫文蔚	[18, 305, 18, 8, 8, 0, 98, 13, 2, 8, 0, 1, 0]
北京国际电影节	[22, 291, 48, 1, 1, 0, 42, 4, 0, 1, 0, 2, 0]
段奕宏	[5, 225, 14, 1, 5, 1, 21, 6, 2, 1, 3, 0, 0]
舒淇	[27, 1092, 41, 2, 13, 1, 500, 56, 16, 7, 5, 0, 1]
红海行动	[195, 852, 274, 4, 45, 371, 115, 84, 1, 2, 4, 65, 0]
战狼2	[303, 1087, 421, 15, 157, 151, 65, 32, 3, 4, 3, 34, 1]
乔纳森	[211, 51, 81, 761, 14, 46, 18, 12, 0, 1, 4, 32, 0]
王家卫	[27, 391, 45, 7, 5, 2, 84, 42, 7, 3, 0, 4, 6]
女王	[496, 2771, 594, 566, 307, 446, 2895, 519, 122, 136, 35, 560, 87]
导演	[2486, 18150, 2351, 795, 291, 487, 1925, 677, 97, 40, 38, 565, 51]
演员	[2416, 27911, 2565, 934, 469, 332, 4037, 1046, 79, 133, 139, 638, 49]
林中	[293, 226, 381, 109, 135, 223, 194, 1540, 74, 23, 23, 250, 77]
综艺节目	[983, 5601, 944, 268, 188, 34, 625, 129, 20, 26, 26, 167, 17]
收视率	[261, 2975, 456, 496, 46, 37, 255, 39, 0, 3, 0, 40, 0]
韩国	[7370, 7048, 14164, 8931, 1640, 4525, 2591, 1235, 240, 162, 232, 3448, 152]
苏志燮	[0, 120, 1, 0, 0, 0, 35, 0, 0, 1, 0, 0, 1]
朴信惠	[0, 161, 1, 1, 0, 0, 145, 1, 4, 1, 0, 3, 0]
三时三餐	[2, 94, 6, 0, 0, 3, 5, 2, 2, 0, 0, 0, 0]
向往的生活	[32, 757, 50, 16, 63, 6, 96, 109, 32, 12, 3, 7, 26]
幸福感	[569, 503, 1602, 161, 304, 94, 527, 691, 446, 224, 115, 61, 195]
西游记	[171, 709, 211, 17, 15, 27, 82, 243, 12, 22, 3, 133, 4]
青春旅社	[12, 218, 22, 1, 1, 0, 49, 16, 1, 1, 0, 45, 3]
跑男	[56, 1373, 42, 35, 23, 4, 226, 24, 1, 4, 3, 20, 0]
一加	[3633, 84, 559, 79, 119, 48, 46, 32, 35, 9, 18, 57, 5]
原来是美男	[0, 61, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0]
何东	[671, 196, 558, 705, 75, 85, 140, 99, 35, 53, 107, 95, 23]
两天一夜	[14, 85, 25, 1, 9, 15, 5, 46, 0, 0, 0, 6, 0]
花样爷爷	[1, 46, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0]
孝利家民宿	[2, 85, 4, 0, 0, 0, 14, 3, 1, 0, 0, 0, 0]
亲爱的客栈	[19, 462, 24, 0, 1, 0, 138, 71, 3, 1, 1, 1, 4]
中餐厅	[44, 426, 131, 5, 17, 4, 159, 356, 68, 3, 4, 7, 20]
大卡司	[11, 69, 13, 0, 1, 0, 35, 0, 0, 0, 0, 0, 0]
怦然心动	[80, 150, 90, 10, 167, 6, 178, 159, 20, 45, 5, 42, 30]
星座	[543, 241, 336, 40, 132, 128, 277, 145, 28, 9577, 16, 79, 7]
奇迹	[1893, 1241, 3522, 4400, 845, 822, 722, 1344, 110, 197, 116, 1645, 54]
中国女足	[3, 2, 7, 1078, 17, 0, 2, 0, 0, 0, 1, 1, 0]
日本	[14334, 6089, 29063, 10685, 7110, 10491, 5852, 6633, 1586, 414, 837, 3976, 892]
亚洲杯	[3, 11, 17, 4005, 2, 4, 7, 5, 0, 0, 0, 16, 0]
快站	[12, 12, 20, 22, 8, 6, 1, 2, 1, 1, 2, 1, 0]
李丹阳	[2, 13, 2, 116, 0, 1, 0, 1, 0, 0, 0, 0, 0]
半决赛	[143, 86, 59, 18234, 12, 7, 14, 20, 3, 0, 0, 999, 0]
夺冠	[431, 609, 361, 23373, 622, 104, 138, 63, 14, 5, 4, 1421, 6]
约旦	[100, 29, 196, 736, 11, 497, 35, 182, 6, 1, 3, 11, 0]
泰国	[1720, 1535, 3403, 3139, 412, 898, 770, 3188, 404, 98, 96, 293, 77]
主教练	[31, 66, 76, 29548, 20, 6, 11, 15, 2, 0, 0, 242, 0]
里约奥运会	[43, 55, 68, 1607, 18, 13, 21, 17, 0, 0, 0, 17, 1]
央视	[1842, 2491, 4582, 1405, 559, 1367, 188, 397, 48, 5, 77, 115, 34]
张睿	[21, 93, 13, 225, 1, 1, 2, 0, 0, 0, 0, 2, 0]
东道主	[60, 27, 168, 3104, 111, 103, 12, 40, 4, 0, 2, 79, 4]
世界杯	[1134, 213, 1300, 30188, 291, 102, 166, 253, 34, 2, 10, 376, 7]
菲律宾	[814, 234, 1567, 1110, 121, 1727, 105, 681, 24, 2, 14, 144, 13]
加拿大	[3470, 1528, 10128, 1667, 955, 1223, 586, 1362, 199, 41, 166, 346, 130]
国安	[234, 41, 770, 7414, 369, 681, 8, 50, 2, 5, 6, 31, 11]
郜林	[11, 1, 13, 2561, 2, 0, 0, 0, 0, 0, 0, 4, 0]
上海上港	[5, 3, 23, 6290, 5, 0, 2, 0, 0, 0, 0, 6, 0]
天津权健	[5, 14, 14, 5522, 5, 0, 1, 0, 0, 0, 0, 0, 0]
张琳芃	[0, 1, 1, 1704, 0, 0, 0, 0, 0, 0, 0, 1, 0]
里皮	[13, 15, 41, 4613, 9, 5, 18, 7, 3, 0, 3, 11, 3]
江苏苏宁	[8, 0, 31, 3204, 0, 0, 0, 0, 0, 0, 0, 10, 0]
阿德莱德	[55, 3, 44, 150, 8, 42, 9, 55, 31, 0, 1, 2, 0]
墨尔本	[214, 110, 375, 990, 89, 61, 91, 361, 67, 10, 6, 19, 23]
别克	[167, 28, 241, 306, 4832, 15, 8, 64, 113, 4, 0, 53, 2]
悉尼	[384, 467, 1036, 1118, 50, 186, 153, 587, 22, 3, 11, 118, 22]
大阪	[234, 178, 543, 557, 35, 95, 123, 609, 47, 10, 10, 85, 12]
苏宁	[3784, 66, 4390, 4905, 154, 14, 22, 21, 8, 0, 2, 81, 22]
东京	[1835, 1126, 4217, 1273, 466, 772, 992, 1628, 120, 8, 30, 429, 59]
法国	[4757, 2204, 11312, 16738, 2797, 4800, 3150, 3154, 1300, 81, 267, 714, 338]
葡萄牙	[458, 110, 738, 9423, 126, 154, 88, 476, 80, 1, 9, 64, 30]
挪威	[612, 172, 1893, 720, 324, 550, 147, 544, 677, 5, 48, 106, 57]
上上签	[34, 9, 23, 231, 1, 0, 1, 9, 4, 32, 0, 12, 0]
鲁诺	[70, 44, 77, 750, 16, 12, 7, 9, 2, 0, 1, 9, 1]
任重	[575, 308, 1869, 492, 301, 276, 44, 38, 8, 33, 33, 58, 8]
冰岛	[243, 122, 350, 1229, 39, 96, 106, 409, 143, 1, 19, 42, 19]
越南	[1125, 360, 2534, 697, 131, 1985, 202, 1468, 325, 16, 20, 467, 22]
朝鲜	[499, 218, 7283, 1747, 48, 3942, 37, 442, 49, 12, 8, 58, 17]
战斗	[4429, 1435, 2450, 8988, 2007, 13685, 486, 513, 137, 136, 129, 11624, 34]
古力娜扎	[19, 613, 20, 18, 4, 0, 339, 5, 2, 9, 0, 5, 1]
娜扎	[13, 747, 14, 3, 1, 1, 1315, 10, 13, 35, 2, 1, 11]
小红书	[376, 116, 260, 2, 7, 1, 484, 48, 62, 21, 5, 1, 16]
范冰冰	[265, 4711, 572, 38, 119, 26, 1995, 86, 44, 84, 23, 19, 10]
外滩	[134, 124, 521, 59, 98, 11, 539, 322, 13, 3, 0, 30, 46]
战斗机	[470, 133, 414, 31, 539, 9797, 253, 101, 31, 11, 4, 269, 10]
专利	[9838, 255, 7417, 92, 2092, 462, 942, 206, 226, 107, 252, 185, 420]
ati	[8022, 717, 8557, 947, 1661, 447, 1218, 1059, 282, 39, 241, 1122, 230]
芭比	[55, 102, 34, 12, 3, 5, 250, 10, 7, 1, 5, 5, 6]
美少女	[160, 828, 81, 46, 14, 18, 1182, 116, 27, 86, 9, 254, 26]
童星	[45, 1187, 38, 7, 5, 1, 225, 23, 1, 5, 2, 6, 0]
instagram	[1759, 549, 834, 5194, 114, 22, 2020, 236, 55, 9, 10, 42, 33]
boyfriend	[4, 24, 1, 0, 0, 0, 113, 2, 1, 0, 1, 3, 0]
微信	[35562, 4400, 53283, 3776, 10437, 3868, 4819, 2838, 1277, 984, 1638, 2797, 2761]
娃娃脸	[21, 262, 31, 114, 3, 10, 286, 7, 1, 10, 3, 6, 2]
金刚	[645, 351, 856, 116, 282, 239, 156, 342, 65, 125, 49, 332, 34]
bmw	[230, 15, 306, 15, 2578, 11, 12, 12, 3, 1, 0, 9, 2]
宝马集团	[148, 7, 316, 0, 1371, 0, 2, 0, 0, 0, 0, 0, 0]
概念车	[962, 11, 511, 2, 12317, 1, 14, 4, 0, 0, 0, 7, 1]
bmw x3	[9, 0, 44, 0, 320, 0, 1, 0, 0, 1, 0, 0, 0]
北京车展	[476, 12, 410, 8, 10685, 1, 6, 1, 0, 3, 0, 0, 0]
宝马	[1986, 151, 2660, 128, 15692, 81, 73, 114, 24, 24, 14, 61, 15]
新能源车	[1257, 10, 2995, 5, 9811, 7, 7, 9, 0, 1, 0, 0, 0]
中国市场	[7977, 520, 12272, 579, 13212, 421, 353, 317, 82, 7, 48, 429, 153]
续航里程	[1491, 22, 1066, 0, 12286, 28, 11, 5, 0, 0, 0, 0, 0]
纯电动车	[611, 8, 969, 5, 6951, 5, 3, 5, 0, 0, 0, 0, 1]
vision	[1698, 142, 609, 54, 1005, 25, 92, 41, 2, 0, 3, 103, 10]
xdrive	[41, 0, 29, 0, 1156, 0, 2, 2, 0, 1, 0, 0, 0]
混合动力	[742, 47, 1116, 34, 10433, 45, 7, 6, 0, 2, 2, 0, 4]
nec	[1855, 51, 790, 64, 1212, 44, 124, 58, 42, 4, 26, 152, 7]
插电混动	[133, 0, 180, 0, 3066, 1, 0, 0, 0, 0, 0, 0, 0]
一线城市	[2303, 132, 11534, 83, 707, 37, 93, 322, 19, 7, 23, 49, 149]
第五代	[825, 128, 376, 7, 1123, 1313, 48, 26, 20, 3, 1, 12, 7]
慕尼黑	[662, 40, 393, 1457, 552, 60, 35, 128, 18, 0, 2, 9, 12]
博瑞ge	[26, 0, 20, 0, 621, 0, 0, 0, 0, 0, 0, 0, 0]
博瑞	[61, 4, 138, 30, 1374, 0, 0, 1, 0, 0, 0, 2, 0]
吉利	[751, 82, 2274, 136, 8655, 180, 80, 196, 498, 184, 47, 150, 82]
phev	[72, 3, 204, 0, 2798, 0, 1, 2, 0, 0, 2, 0, 0]
led	[6229, 287, 2045, 253, 28366, 76, 440, 308, 65, 15, 25, 220, 306]
发动机	[2535, 129, 3031, 552, 74701, 6045, 104, 195, 11, 18, 45, 205, 22]
米其林	[229, 96, 252, 30, 904, 6, 221, 674, 229, 0, 4, 14, 29]
自主品牌	[723, 16, 2208, 30, 13529, 18, 35, 11, 0, 0, 0, 12, 21]
日间行车灯	[258, 3, 42, 0, 12073, 1, 3, 6, 0, 0, 0, 0, 0]
rimac	[28, 2, 10, 0, 200, 0, 1, 0, 0, 0, 1, 0, 2]
